"","FLIGHT","YEAR","WEEKDAYS","DATE","V_LENGTH_SECOND","AVE_FOOTAGE_AREA","SUM_WS_FLIGHT","SUM_BOAT_FLIGHT","SUM_SWIM_FLIGHT","SUM_SWIM_VIOLATIONS","SUM_TOUCH_VIOLATIONS","POLICE_PRESENCE","FRE_SWIM_VIOLATION","RATE_SWIM_VIOLATION","RATE_SUM_BOAT","RATE_SUM_WS","RATE_SUM_SWIM","PERCENTAGE_SWIM_VIO","PERCENTAGE_TOUCH","AVE_FOOTAGE_AREA_km","FRE_SWIM_VIOLATION_min","FRE_SWIM_VIOLATION_min_count","FRE_TOUCH_min","SUM_SWIM_FLIGHT_min","SUM_BOAT_FLIGHT_min","SUM_WS_FLIGHT_min","SUM_WS_FLIGHT_min_log","digits","SUM_WS_FLIGHT_min_area","SUM_WS_FLIGHT_min_area_log","RATIO_WS_SWIM_min","RATIO_WS_SWIM_min_log","FRE_SWIM_VIOLATION_min_log","SUM_SWIM_FLIGHT_min_log","SUM_BOAT_FLIGHT_min_log","DAY_YR"
"46","27AUG16123502802","2016","Saturday","2016-08-27",293,29173.954,17,2,3,2,1,"no",0.0068259385665529,6.85543001815935e-05,6.85543001815935e-05,0.000582711551543545,0.00010283145027239,0.666666666666667,0.333333333333333,0.029173954,0.41,0,0.2,0.61,0.41,3.48,1.24703229378638,2,0.000119284482315973,-9.03399931011212,0.18,-1.71479842809193,-0.891598119283784,-0.49429632181478,-0.891598119283784,"2016_Saturday"
"47","28AUG16075203003","2016","Sunday","2016-08-28",561,36249.997,77,16,47,10,1,"no",0.017825311942959,0.000275862091795483,0.000441379346872773,0.00212413810682522,0.00129655183143877,0.212765957446809,0.0212765957446809,0.036249997,1.07,1,0.11,5.03,1.71,8.24,2.10900034392138,2,0.000227310363639478,-8.38919423360282,0.61,-0.49429632181478,0.0676586484738149,1.61541998411165,0.536493370514568,"2016_Sunday"
"48","28AUG16075203004","2016","Sunday","2016-08-28",262,35879.66,11,3,9,3,0,"no",0.0114503816793893,8.36128324515896e-05,8.36128324515896e-05,0.000306580385655828,0.000250838497354769,0.333333333333333,0,0.03587966,0.69,1,0,2.06,0.69,2.52,0.924258901523332,2,7.02347792593352e-05,-9.56366693857329,0.82,-0.198450938723838,-0.371063681390832,0.72270598280149,-0.371063681390832,"2016_Sunday"
"49","28AUG16083203101","2016","Sunday","2016-08-28",561,35419.728,44,20,48,10,0,"no",0.017825311942959,0.000282328537362003,0.000564657074724007,0.00124224556439282,0.00135517697933762,0.208333333333333,0,0.035419728,1.07,1,0,5.13,2.14,4.71,1.54968790802833,2,0.000132976741097504,-8.92533632400177,1.09,0.0861776962410524,0.0676586484738149,1.63510565918268,0.76080582903376,"2016_Sunday"
"50","28AUG16083203102","2016","Sunday","2016-08-28",399,29092.232,7,6,14,4,0,"no",0.0100250626566416,0.000137493747471834,0.000206240621207751,0.000240614058075709,0.000481228116151418,0.285714285714286,0,0.029092232,0.6,1,0,2.11,0.9,1.05,0.048790164169432,2,3.60921087113563e-05,-10.2294363117742,2.01,0.698134722070984,-0.510825623765991,0.746687947487975,-0.105360515657826,"2016_Sunday"
"51","28AUG16093003201","2016","Sunday","2016-08-28",560,43162.079,21,17,36,8,0,"no",0.0142857142857143,0.000185347883729141,0.000393864252924425,0.000486538194788995,0.000834065476781135,0.222222222222222,0,0.043162079,0.86,1,0,3.86,1.82,2.25,0.810930216216329,2,5.21290922988209e-05,-9.86178737159711,1.72,0.542324290825362,-0.150822889734584,1.35066718347674,0.598836501088704,"2016_Sunday"
"52","28AUG16093003202","2016","Sunday","2016-08-28",326,39925.27,14,10,22,7,0,"no",0.0214723926380368,0.000175327555705948,0.000250467936722782,0.000350655111411895,0.000551029460790121,0.318181818181818,0,0.03992527,1.29,1,0,4.05,1.84,2.58,0.947789398933526,2,6.46207276744778e-05,-9.64697533680684,1.57,0.451075619360217,0.254642218373581,1.39871688111845,0.609765571620894,"2016_Sunday"
"53","28AUG16102303301","2016","Sunday","2016-08-28",540,36663.123,10,38,51,11,0,"no",0.0203703703703704,0.000300028996438738,0.00103646380587928,0.000272753633126125,0.00139104352894324,0.215686274509804,0,0.036663123,1.22,1,0,5.67,4.22,1.11,0.104360015324243,2,3.02756532769999e-05,-10.4051666906572,5.11,1.63119940421561,0.198850858745165,1.73518911773966,1.43983512804792,"2016_Sunday"
"54","28AUG16102303304","2016","Sunday","2016-08-28",433,41670.773,8,21,43,12,0,"no",0.0277136258660508,0.000287971619820923,0.000503950334686616,0.000191981079880616,0.00103189830435831,0.27906976744186,0,0.041670773,1.66,2,0,5.96,2.91,1.11,0.104360015324243,2,2.66373748334354e-05,-10.5331952594362,5.37,1.68082790852077,0.506817602368452,1.78507048107726,1.0681530811834,"2016_Sunday"
"55","28AUG16110103401","2016","Sunday","2016-08-28",561,39924.57,12,9,27,5,0,"no",0.0089126559714795,0.000125236164096445,0.000225425095373601,0.000300566793831468,0.000676275286120802,0.185185185185185,0,0.03992457,0.53,1,0,2.89,0.96,1.28,0.246860077931526,2,3.20604580086899e-05,-10.3478871248996,2.26,0.815364813284194,-0.63487827243597,1.06125650212434,-0.0408219945202552,"2016_Sunday"
"56","28AUG16110103402","2016","Sunday","2016-08-28",406,29512.469,6,6,12,3,0,"no",0.00738916256157635,0.000101651949215093,0.000203303898430186,0.000203303898430186,0.000406607796860371,0.25,0,0.029512469,0.44,0,0,1.77,0.89,0.89,-0.116533816255952,2,3.01567449338109e-05,-10.4091019472468,1.99,0.688134638736401,-0.82098055206983,0.570979546585738,-0.116533816255952,"2016_Sunday"
"57","28AUG16115603501","2016","Sunday","2016-08-28",318,43067.753,2,2,3,1,0,"no",0.00314465408805031,2.3219228549026e-05,4.6438457098052e-05,4.6438457098052e-05,6.9657685647078e-05,0.333333333333333,0,0.043067753,0.19,0,0,0.57,0.38,0.38,-0.967584026261706,2,8.82330684862988e-06,-11.6381138320643,1.5,0.405465108108164,-1.66073120682165,-0.562118918153541,-0.967584026261706,"2016_Sunday"
"58","28AUG16115603503","2016","Sunday","2016-08-28",560,36872.167,6,6,16,5,0,"no",0.00892857142857143,0.000135603638375797,0.000162724366050957,0.000162724366050957,0.000433931642802551,0.3125,0,0.036872167,0.54,1,0,1.71,0.64,0.64,-0.44628710262842,2,1.7357265712102e-05,-10.9614993662005,2.67,0.982078472412158,-0.616186139423817,0.536493370514568,-0.44628710262842,"2016_Sunday"
"59","13AUG22_F01","2022","Saturday","2022-08-13",582,26764.927,3,58,45,8,0,"yes",0.013745704467354,0.000298898629538575,0.00216701506415467,0.000112086986076966,0.00168130479115448,0.177777777777778,0,0.026764927,0.82,1,0,4.64,5.98,0.31,-1.17118298150295,2,1.15823218946198e-05,-11.3660305968842,14.97,2.70604819843154,-0.198450938723838,1.53471436623816,1.78842056796254,"2022_Saturday"
"60","13AUG22_F02","2022","Saturday","2022-08-13",1164,28094.291,16,150,118,25,2,"yes",0.0214776632302405,0.000889860505823051,0.00533916303493831,0.000569510723726753,0.0042001415874848,0.211864406779661,0.0169491525423729,0.028094291,1.29,1,0.1,6.08,7.73,0.82,-0.198450938723838,2,2.91874245909961e-05,-10.4417726061446,7.41,2.002830439308,0.254642218373581,1.80500469597808,2.04510886259933,"2022_Saturday"
"61","13AUG22_F03","2022","Saturday","2022-08-13",1164,22467.767,17,141,111,19,7,"no",0.0163230240549828,0.000845655912312069,0.00627565703347378,0.000756639500489746,0.00494041085613893,0.171171171171171,0.0630630630630631,0.022467767,0.98,1,0.36,5.72,7.27,0.88,-0.127833371509885,2,3.91672212018222e-05,-10.147670354804,6.5,1.87180217690159,-0.0202027073175195,1.74396880539171,1.98375629154543,"2022_Saturday"
"62","13AUG22_F04","2022","Saturday","2022-08-13",873,22503.5,10,81,70,20,0,"no",0.0229095074455899,0.000888750638789522,0.00359944008709756,0.000444375319394761,0.00311062723576333,0.285714285714286,0,0.0225035,1.37,1,0,4.81,5.57,0.69,-0.371063681390832,2,3.06618970382385e-05,-10.3924898130414,6.97,1.94161522477243,0.314810739840034,1.57069708411767,1.71739505393919,"2022_Saturday"
"63","13AUG22_F05","2022","Saturday","2022-08-13",1164,26578.878,17,97,101,26,0,"no",0.0223367697594502,0.000978220374840503,0.00364951447536649,0.000639605629703406,0.00380000991764965,0.257425742574257,0,0.026578878,1.34,1,0,5.21,5,0.88,-0.127833371509885,2,3.31089973022939e-05,-10.3157054906965,5.92,1.77833644889591,0.29266961396282,1.65057985576528,1.6094379124341,"2022_Saturday"
"64","13AUG22_F06","2022","Saturday","2022-08-13",873,29145.43,28,21,43,17,1,"no",0.0194730813287514,0.000583281838696495,0.000720524624272141,0.000960699499029522,0.00147535994493819,0.395348837209302,0.0232558139534884,0.02914543,1.17,1,0.07,2.96,1.44,1.92,0.65232518603969,2,6.58765370763101e-05,-9.62772821814825,1.54,0.431782416425538,0.157003748809665,1.08518926833597,0.364643113587909,"2022_Saturday"
"65","13AUG22_F08","2022","Saturday","2022-08-13",291,23098.56,1,1,3,1,0,"no",0.00343642611683849,4.32927420583794e-05,4.32927420583794e-05,4.32927420583794e-05,0.000129878226175138,0.333333333333333,0,0.02309856,0.21,0,0,0.62,0.21,0.21,-1.56064774826467,2,9.09147583225967e-06,-11.6081733051691,2.95,1.08180517035173,-1.56064774826467,-0.478035800943,-1.56064774826467,"2022_Saturday"
"66","14AUG22_F01","2022","Sunday","2022-08-14",940,23719.225,75,383,617,101,8,"no",0.107446808510638,0.00425814924391501,0.0161472392120738,0.00316199201280818,0.0260126542920353,0.163695299837925,0.0129659643435981,0.023719225,6.45,6,0.51,39.38,24.45,4.79,1.56653041142282,2,0.000201945889884682,-8.50751076830515,8.22,2.10657020906809,1.86408013080768,3.67325807321098,3.19663021592088,"2022_Sunday"
"67","14AUG22_F02","2022","Sunday","2022-08-14",1164,23265.799,58,362,509,99,10,"no",0.0850515463917526,0.00425517301168122,0.0155593194972586,0.00249292964320718,0.0218776066964216,0.194499017681729,0.0196463654223969,0.023265799,5.1,5,0.52,26.24,18.66,2.99,1.0952733874026,2,0.000128514821261887,-8.95946631972078,8.78,2.17247640764703,1.62924053973028,3.26728496407589,2.9263821954192,"2022_Sunday"
"68","14AUG22_F03","2022","Sunday","2022-08-14",902,22843.643,71,229,421,87,14,"no",0.0964523281596452,0.00380849937113796,0.0100246707585126,0.0031080856936873,0.0184296348879205,0.206650831353919,0.0332541567695962,0.022843643,5.79,6,0.93,28,15.23,4.72,1.55180879959746,2,0.000206622034847944,-8.48461935232923,5.93,1.78002421300963,1.7561322915849,3.3322045101752,2.72326716690707,"2022_Sunday"
"69","14AUG22_F04","2022","Sunday","2022-08-14",873,26563.117,6,20,36,8,0,"no",0.00916380297823597,0.000301169474952808,0.000752923687382019,0.000225877106214606,0.00135526263728763,0.222222222222222,0,0.026563117,0.55,1,0,2.47,1.37,0.41,-0.891598119283784,2,1.54349355913314e-05,-11.0788770729161,6.02,1.79508725932073,-0.59783700075562,0.904218150639886,0.314810739840034,"2022_Sunday"
"70","14AUG22_F05","2022","Sunday","2022-08-14",582,33085.52,2,2,6,2,1,"no",0.00343642611683849,6.04494050569554e-05,6.04494050569554e-05,6.04494050569554e-05,0.000181348215170866,0.333333333333333,0.166666666666667,0.03308552,0.21,0,0.1,0.62,0.21,0.21,-1.56064774826467,2,6.34718753098032e-06,-11.9674987516797,2.95,1.08180517035173,-1.56064774826467,-0.478035800943,-1.56064774826467,"2022_Sunday"
"71","14AUG22_F06","2022","Sunday","2022-08-14",291,26412.75,1,2,3,1,0,"no",0.00343642611683849,3.7860502976782e-05,7.57210059535641e-05,3.7860502976782e-05,0.000113581508930346,0.333333333333333,0,0.02641275,0.21,0,0,0.62,0.41,0.21,-1.56064774826467,2,7.95070562512423e-06,-11.7422498753595,2.95,1.08180517035173,-1.56064774826467,-0.478035800943,-0.891598119283784,"2022_Sunday"
"72","15AUG22_F01","2022","Monday","2022-08-15",1164,22982.619,51,76,118,25,1,"no",0.0214776632302405,0.00108777855126085,0.00330684679583297,0.00221906824457213,0.0051343147619512,0.211864406779661,0.00847457627118644,0.022982619,1.29,1,0.05,6.08,3.92,2.63,0.966983846189673,2,0.000114434303592641,-9.07550966738755,2.31,0.837247524533702,0.254642218373581,1.80500469597808,1.36609165380237,"2022_Monday"
"73","15AUG22_F02","2022","Monday","2022-08-15",902,23239.37,35,211,321,49,2,"no",0.0543237250554324,0.00210849089282541,0.00907941996706451,0.00150606492344672,0.0138127668693256,0.152647975077882,0.00623052959501558,0.02323937,3.26,3,0.13,21.35,14.04,2.33,0.845868267577609,2,0.000100260893475167,-9.20773483458706,9.16,2.21484617868604,1.18172719537862,3.06105173967463,2.64191039859766,"2022_Monday"
"74","15AUG22_F03","2022","Monday","2022-08-15",291,51673.446,9,101,76,15,0,"no",0.0515463917525773,0.00029028449157426,0.00195458224326669,0.000174170694944556,0.00147077475730959,0.197368421052632,0,0.051673446,3.09,3,0,15.67,20.82,1.86,0.62057648772511,2,3.59952769552083e-05,-10.2321228238037,8.42,2.13060982825424,1.12817109090965,2.75174805636793,3.03591406318682,"2022_Monday"
"75","15AUG22_F04","2022","Monday","2022-08-15",873,48554.259,25,350,466,76,1,"no",0.0870561282932417,0.00156525918766467,0.00720843046950835,0.000514887890679168,0.00959751028225969,0.163090128755365,0.00214592274678112,0.048554259,5.22,5,0.07,32.03,24.05,1.72,0.542324290825362,2,3.54242868787267e-05,-10.2481129030425,18.62,2.92423627184892,1.65249740189455,3.46667296362107,3.18013499655177,"2022_Monday"
"76","15AUG22_F05","2022","Monday","2022-08-15",901,27129.546,29,382,465,66,2,"yes",0.0732519422863485,0.00243277200436749,0.014080589479824,0.00106894527464632,0.0171399845762255,0.141935483870968,0.0043010752688172,0.027129546,4.4,4,0.13,30.97,25.44,1.93,0.657520002916794,2,7.11401510368069e-05,-9.55085866835363,16.05,2.77570884957602,1.48160454092422,3.43301899398511,3.23632273847192,"2022_Monday"
"77","15AUG22_F06","2022","Monday","2022-08-15",873,20476.038,15,111,129,26,0,"no",0.0297823596792669,0.0012697768972689,0.00542097059987875,0.000732563594578209,0.0063000469133726,0.201550387596899,0,0.020476038,1.79,2,0,8.87,7.63,1.03,0.0295588022415444,2,5.0302700161037e-05,-9.89745180116542,8.61,2.15292431843964,0.582215619852664,2.18267479632149,2.03208784529637,"2022_Monday"
"78","15AUG22_F07","2022","Monday","2022-08-15",320,48195.328,12,58,53,12,0,"no",0.0375,0.000248986789756883,0.0012034361504916,0.000248986789756883,0.00109969165475957,0.226415094339623,0,0.048195328,2.25,2,0,9.94,10.88,2.25,0.810930216216329,2,4.66850230794155e-05,-9.97208714966382,4.42,1.48613969608961,0.810930216216329,2.29656702066848,2.3869262414278,"2022_Monday"
"79","15AUG22_F09","2022","Monday","2022-08-15",1164,25511.205,13,11,17,9,0,"no",0.0077319587628866,0.000352786158082301,0.000431183082100591,0.00050958000611888,0.000666373854155458,0.529411764705882,0,0.025511205,0.46,0,0,0.88,0.57,0.67,-0.400477566597125,2,2.62629695461269e-05,-10.5473506129953,1.31,0.27002713721306,-0.776528789498996,-0.127833371509885,-0.562118918153541,"2022_Monday"
"80","16AUG22_F01","2022","Tuesday","2022-08-16",902,25038.022,72,144,269,49,0,"no",0.0543237250554324,0.00195702360194427,0.00575125303428522,0.00287562651714261,0.0107436601821022,0.182156133828996,0,0.025038022,3.26,3,0,17.89,9.58,4.79,1.56653041142282,2,0.000191309041904349,-8.56162041706083,3.73,1.31640823365572,1.18172719537862,2.88424189752063,2.25967759198277,"2022_Tuesday"
"81","16AUG22_F02","2022","Tuesday","2022-08-16",902,29333.147,41,142,230,35,0,"no",0.0388026607538803,0.00119318939764629,0.00484093984187922,0.00139773615152851,0.00784095889881846,0.152173913043478,0,0.029333147,2.33,2,0,15.3,9.45,2.73,1.00430160919687,2,9.30687730164104e-05,-9.28217184330246,5.6,1.7227665977411,0.845868267577609,2.72785282839839,2.24601474150565,"2022_Tuesday"
"82","16AUG22_F03","2022","Tuesday","2022-08-16",560,25205.851,11,47,78,16,1,"no",0.0285714285714286,0.000634773251654943,0.0018646464267364,0.000436406610512773,0.00309451960181785,0.205128205128205,0.0128205128205128,0.025205851,1.71,2,0.11,8.36,5.04,1.18,0.165514438477573,2,4.68145273095521e-05,-9.96931699061143,7.08,1.95727390770563,0.536493370514568,2.12345842709661,1.61740608208328,"2022_Tuesday"
"83","16AUG22_F04","2022","Tuesday","2022-08-16",904,24060.433,35,231,262,45,1,"no",0.0497787610619469,0.00187029053051539,0.00960082472331234,0.00145467041262308,0.0108892470887785,0.17175572519084,0.00381679389312977,0.024060433,2.99,3,0.07,17.39,15.33,2.32,0.841567185678219,2,9.64238673510157e-05,-9.24675680036349,7.5,2.01490302054226,1.0952733874026,2.85589532836619,2.72981169288372,"2022_Tuesday"
"84","16AUG22_F05","2022","Tuesday","2022-08-16",873,29218.063,25,57,77,15,0,"no",0.0171821305841924,0.000513381054726318,0.00195084800796001,0.00085563509121053,0.00263535608092843,0.194805194805195,0,0.029218063,1.03,1,0,5.29,3.92,1.72,0.542324290825362,2,5.88676942752844e-05,-9.74021810206985,3.08,1.12492959698548,0.0295588022415444,1.66581824587021,1.36609165380237,"2022_Tuesday"
"85","16AUG22_F06","2022","Tuesday","2022-08-16",873,44066.147,12,33,51,17,0,"no",0.0194730813287514,0.000385783671987478,0.000748874186799223,0.000272317886108808,0.00115735101596243,0.333333333333333,0,0.044066147,1.17,1,0,3.51,2.27,0.82,-0.198450938723838,2,1.86083888841019e-05,-10.8918980636476,4.28,1.45395300959371,0.157003748809665,1.25561603747777,0.819779831493311,"2022_Tuesday"
"86","16AUG22_F07","2022","Tuesday","2022-08-16",582,46748.609,11,10,24,6,0,"no",0.0103092783505155,0.00012834606479949,0.000213910107999149,0.000235301118799064,0.000513384259197958,0.25,0,0.046748609,0.62,1,0,2.47,1.03,1.13,0.122217632724249,2,2.41718422039039e-05,-10.6303221475392,2.19,0.783901543828409,-0.478035800943,0.904218150639886,0.0295588022415444,"2022_Tuesday"
"87","17AUG22_F01","2022","Wednesday","2022-08-17",873,26478.823,13,78,132,20,5,"no",0.0229095074455899,0.000755320582036445,0.00294575026994213,0.000490958378323689,0.00498511584144054,0.151515151515152,0.0378787878787879,0.026478823,1.37,1,0.34,9.07,5.36,0.89,-0.116533816255952,2,3.36117659006218e-05,-10.3006343766785,10.19,2.32140684723463,0.314810739840034,2.20497226412705,1.67896397508271,"2022_Wednesday"
"88","17AUG22_F02","2022","Wednesday","2022-08-17",766,23524.7,10,85,110,24,0,"no",0.031331592689295,0.00102020429591026,0.00361322354801549,0.00042508512329594,0.00467593635625534,0.218181818181818,0,0.0235247,1.88,2,0,8.62,6.66,0.78,-0.2484613592985,2,3.31566396170833e-05,-10.3142675712797,11.05,2.40243042796376,0.631271776841858,2.1540850846756,1.8961194845523,"2022_Wednesday"
"89","17AUG22_F03","2022","Wednesday","2022-08-17",905,27380.01,12,57,100,19,0,"no",0.0209944751381215,0.000693936926977017,0.00208181078093105,0.000438275953880221,0.00365229961566851,0.19,0,0.02738001,1.26,1,0,6.63,3.78,0.8,-0.22314355131421,2,2.92183969253481e-05,-10.4407120153867,8.29,2.1150499691472,0.231111720963387,1.89160480419777,1.3297240096315,"2022_Wednesday"
"90","17AUG22_F04","2022","Wednesday","2022-08-17",582,35693.159,6,28,45,9,0,"no",0.0154639175257732,0.000252149158330312,0.000784464048138748,0.000168099438886875,0.00126074579165156,0.2,0,0.035693159,0.93,1,0,4.64,2.89,0.62,-0.478035800943,2,1.73702753516437e-05,-10.9607501256985,7.48,2.01223279198639,-0.0725706928348354,1.53471436623816,1.06125650212434,"2022_Wednesday"
"91","17AUG22_F05","2022","Wednesday","2022-08-17",873,56081.641,9,17,33,10,0,"no",0.011454753722795,0.000178311472733118,0.0003031295036463,0.000160480325459806,0.000588427860019289,0.303030303030303,0,0.056081641,0.69,1,0,2.27,1.17,0.62,-0.478035800943,2,1.10553113094533e-05,-11.4125995839923,3.66,1.29746314741327,-0.371063681390832,0.819779831493311,0.157003748809665,"2022_Wednesday"
"92","17AUG22_F06","2022","Wednesday","2022-08-17",291,34071.08,1,1,3,1,0,"no",0.00343642611683849,2.93504050942911e-05,2.93504050942911e-05,2.93504050942911e-05,8.80512152828733e-05,0.333333333333333,0,0.03407108,0.21,0,0,0.62,0.21,0.21,-1.56064774826467,2,6.16358506980113e-06,-11.9968519578596,2.95,1.08180517035173,-1.56064774826467,-0.478035800943,-1.56064774826467,"2022_Wednesday"
